"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220719,2022-07-19,043607,CBT ,00,043 , 1176679,   61098,   35232,    2661,  501088,  382815,  261437,   56817,  149913,   37195,  120328,   57820,       0, 1040624,  927073,  136055,  249606,   -6816,    1191,   -3761,     754,   -7556,  -29425,   14542,    2543,    8685,   -5295,   -7417,    3870,      -8,   -1246,  -10638,   -5570,    3822,  100.0,    5.2,    3.0,    0.2,   42.6,   32.5,   22.2,    4.8,   12.7,    3.2,   10.2,    4.9,    0.0,   88.4,   78.8,   11.6,   21.2,    140,      4,      7,      5,     35,     51,     51,      8,     19,     11,      7,      9,      0,     95,    112,    33.0,    19.8,    47.4,    29.9,    32.6,    11.9,    41.2,    20.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220712,2022-07-12,043607,CBT ,00,043 , 1183495,   59907,   38993,    1907,  508644,  412240,  246895,   54274,  141228,   42490,  127745,   53950,       8, 1041870,  937711,  141625,  245784,   19705,     274,    8053,      61,   18366,    3430,    1187,  -12404,   22201,   -1021,    8231,     175,       3,   14697,   34089,    5008,  -14384,  100.0,    5.1,    3.3,    0.2,   43.0,   34.8,   20.9,    4.6,   11.9,    3.6,   10.8,    4.6,    0.0,   88.0,   79.2,   12.0,   20.8,    143,      4,      7,      4,     37,     54,     53,      7,     18,     13,      9,      7,.,     98,    116,    33.1,    19.7,    47.2,    30.4,    32.6,    13.5,    41.3,    21.1,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220705,2022-07-05,043607,CBT ,00,043 , 1163790,   59633,   30940,    1846,  490278,  408810,  245708,   66678,  119027,   43511,  119514,   53775,       5, 1027173,  903622,  136617,  260168,  -34472,   -4906,    -295,      31,   10889,  -32910,  -13992,  -39710,    7717,   11256,   -3233,   -9043,       5,  -39660,  -37231,    5188,    2759,  100.0,    5.1,    2.7,    0.2,   42.1,   35.1,   21.1,    5.7,   10.2,    3.7,   10.3,    4.6,    0.0,   88.3,   77.6,   11.7,   22.4,    133,      4,      6,      4,     36,     53,     53,      8,     12,     10,      7,      7,.,     93,    108,    32.3,    20.1,    46.8,    30.4,    31.8,    14.2,    41.3,    21.9,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220628,2022-06-28,043607,CBT ,00,043 , 1198262,   64539,   31235,    1815,  479389,  441720,  259700,  106388,  111310,   32255,  122747,   62818,       0, 1066833,  940853,  131429,  257409,  -10480,    5691,     901,     969,    1779,    1662,    2970,  -36508,  -11153,   -5890,   -3271,    -406,    -150,  -34410,  -11097,   23930,     617,  100.0,    5.4,    2.6,    0.2,   40.0,   36.9,   21.7,    8.9,    9.3,    2.7,   10.2,    5.2,    0.0,   89.0,   78.5,   11.0,   21.5,    138,      5,      6,      4,     34,     55,     54,     10,     12,     12,      7,      9,      0,     97,    111,    31.2,    19.9,    45.4,    30.3,    30.7,    14.0,    39.9,    21.8,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220621,2022-06-21,043607,CBT ,00,043 , 1208742,   58848,   30334,     846,  477610,  440058,  256730,  142896,  122463,   38145,  126018,   63224,     150, 1101243,  951950,  107499,  256792,  -19258,   -2752,    1628,    -560,    9941,    1141,    8593,  -19137,  -34057,   12592,    -609,    2202,       0,    8068,   -8461,  -27326,  -10797,  100.0,    4.9,    2.5,    0.1,   39.5,   36.4,   21.2,   11.8,   10.1,    3.2,   10.4,    5.2,    0.0,   91.1,   78.8,    8.9,   21.2,    139,      4,      5,.,     33,     55,     53,      9,     17,     11,      7,      9,.,     93,    114,    31.3,    18.8,    46.9,    29.5,    31.2,    14.0,    42.1,    21.2,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220614,2022-06-14,043607,CBT ,00,043 , 1228000,   61600,   28706,    1406,  467669,  438917,  248137,  162033,  156520,   25553,  126627,   61022,     150, 1093175,  960411,  134825,  267589,  -13841,    1872,  -14929,    -580,  -20519,  -19378,   15371,   32479,    8972,  -28878,  -10663,    7040,    -140,  -11058,  -32522,   -2783,   18681,  100.0,    5.0,    2.3,    0.1,   38.1,   35.7,   20.2,   13.2,   12.7,    2.1,   10.3,    5.0,    0.0,   89.0,   78.2,   11.0,   21.8,    139,      5,      5,      5,     32,     55,     52,     11,     15,     11,      7,      9,.,     98,    110,    31.0,    18.9,    46.2,    29.9,    30.9,    14.6,    41.8,    23.2,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220607,2022-06-07,043607,CBT ,00,043 , 1241841,   59728,   43635,    1986,  488188,  458295,  232766,  129554,  147548,   54431,  137290,   53982,     290, 1104233,  992933,  137608,  248908,    6195,    1174,   11716,    -474,   13263,    3681,    1406,     661,   -3686,   -2145,    1846,    -846,       0,   15731,    9652,   -9536,   -3457,  100.0,    4.8,    3.5,    0.2,   39.3,   36.9,   18.7,   10.4,   11.9,    4.4,   11.1,    4.3,    0.0,   88.9,   80.0,   11.1,   20.0,    148,      4,      9,      5,     32,     57,     52,     11,     18,     15,      8,      9,.,    101,    120,    29.6,    17.7,    44.0,    28.7,    29.3,    13.5,    39.8,    21.4,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220531,2022-05-31,043607,CBT ,00,043 , 1235646,   58554,   31919,    2460,  474925,  454614,  231360,  128893,  151234,   56576,  135444,   54828,     290, 1088502,  983281,  147144,  252365,  -54690,   -4431,  -23058,   -8335,  -31093,    5967,   -3766,    9540,    3126,  -11680,    2136,   -2195,    -540,  -48169,  -40481,   -6521,  -14209,  100.0,    4.7,    2.6,    0.2,   38.4,   36.8,   18.7,   10.4,   12.2,    4.6,   11.0,    4.4,    0.0,   88.1,   79.6,   11.9,   20.4,    146,      4,      7,      6,     30,     57,     53,     13,     17,     12,      8,     10,.,     98,    120,    29.2,    16.8,    43.4,    27.8,    28.9,    12.6,    39.0,    20.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220524,2022-05-24,043607,CBT ,00,043 , 1290336,   62985,   54977,   10795,  506018,  448647,  235126,  119353,  148108,   68256,  133308,   57023,     830, 1136671, 1023762,  153665,  266574,   65141,   -3949,   22257,    7915,   25370,  -13061,    9206,   10528,    6945,   15195,   -3082,    2975,     356,   61539,   51788,    3602,   13353,  100.0,    4.9,    4.3,    0.8,   39.2,   34.8,   18.2,    9.2,   11.5,    5.3,   10.3,    4.4,    0.1,   88.1,   79.3,   11.9,   20.7,    149,      6,      9,     11,     31,     54,     54,     13,     18,     16,      8,     10,.,    107,    125,    28.1,    16.3,    42.2,    27.0,    27.5,    12.5,    37.3,    20.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220517,2022-05-17,043607,CBT ,00,043 , 1225195,   66934,   32720,    2880,  480648,  461708,  225920,  108825,  141163,   53061,  136390,   54048,     474, 1075132,  971974,  150063,  253221,  -22817,   -3681,    8885,    1512,    1394,  -49873,    4221,  -45183,   12772,     989,    9561,   -1049,    -206,  -31393,  -22749,    8576,     -68,  100.0,    5.5,    2.7,    0.2,   39.2,   37.7,   18.4,    8.9,   11.5,    4.3,   11.1,    4.4,    0.0,   87.8,   79.3,   12.2,   20.7,    140,      5,      7,      6,     32,     53,     57,      8,     17,     15,      9,      9,.,    103,    116,    30.2,    16.8,    43.6,    27.9,    29.6,    13.1,    40.2,    21.9,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220510,2022-05-10,043607,CBT ,00,043 , 1248012,   70615,   23835,    1368,  479254,  511581,  221699,  154008,  128391,   52072,  126829,   55097,     680, 1106525,  994723,  141487,  253289,  -24853,  -12031,    1587,       6,  -15461,  -16020,   -2918,   -1089,  -24267,   13829,  -11745,    1163,     -34,  -29443,  -26654,    4590,    1801,  100.0,    5.7,    1.9,    0.1,   38.4,   41.0,   17.8,   12.3,   10.3,    4.2,   10.2,    4.4,    0.1,   88.7,   79.7,   11.3,   20.3,    142,      6,      5,.,     29,     58,     59,     11,     15,     13,      9,      9,.,    103,    115,    29.5,    16.8,    43.9,    28.1,    29.1,    13.4,    41.0,    22.5,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220503,2022-05-03,043607,CBT ,00,043 , 1272865,   82646,   22248,    1362,  494715,  527601,  224617,  155097,  152658,   38243,  138574,   53934,     714, 1135968, 1021377,  136897,  251488,   -6860,    4619,   -6578,    -307,    6180,    -159,    3651,  -26344,    7476,   -4013,    1153,    1682,    -147,  -15208,    1605,    8348,   -8465,  100.0,    6.5,    1.7,    0.1,   38.9,   41.4,   17.6,   12.2,   12.0,    3.0,   10.9,    4.2,    0.1,   89.2,   80.2,   10.8,   19.8,    148,      7,      5,.,     30,     57,     59,     11,     18,     12,     10,     10,.,    106,    118,    30.4,    17.0,    45.2,    28.3,    30.3,    13.6,    42.2,    22.2,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220426,2022-04-26,043607,CBT ,00,043 , 1279725,   78027,   28826,    1669,  488535,  527760,  220966,  181441,  145182,   42256,  137421,   52252,     861, 1151176, 1019772,  128549,  259953,   -9051,   -7129,    5839,   -3551,   31856,   -8983,    -978,  -25848,  -11581,    1867,    1969,   -2083,    -183,   -1997,  -19653,   -7054,   10602,  100.0,    6.1,    2.3,    0.1,   38.2,   41.2,   17.3,   14.2,   11.3,    3.3,   10.7,    4.1,    0.1,   90.0,   79.7,   10.0,   20.3,    149,      6,      6,      4,     30,     56,     58,     16,     15,     14,     10,     10,.,    111,    116,    30.1,    16.9,    45.0,    28.1,    30.1,    13.4,    41.9,    21.7,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220419,2022-04-19,043607,CBT ,00,043 , 1288776,   85156,   22987,    5220,  456679,  536743,  221944,  207289,  156763,   40389,  135452,   54335,    1044, 1153173, 1039425,  135603,  249351,  -19315,   -7039,   -4816,    2236,   -9751,    3012,    9450,  -32163,  -23089,    5334,   -7282,    2190,     -36,  -39251,   -5719,   19936,  -13596,  100.0,    6.6,    1.8,    0.4,   35.4,   41.6,   17.2,   16.1,   12.2,    3.1,   10.5,    4.2,    0.1,   89.5,   80.7,   10.5,   19.3,    155,      7,      6,      5,     28,     61,     58,     14,     18,     13,      9,     12,.,    112,    122,    30.7,    16.6,    45.1,    27.4,    30.6,    13.1,    42.1,    21.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220412,2022-04-12,043607,CBT ,00,043 , 1308091,   92195,   27803,    2984,  466430,  533731,  212494,  239452,  179852,   35055,  142734,   52145,    1080, 1192424, 1045144,  115667,  262947,  -42104,    9428,    6949,     -78,  -61253,  -31557,   10343,    7762,  -28236,    4994,   -5590,   -6836,      -4,  -34398,  -44425,   -7706,    2321,  100.0,    7.0,    2.1,    0.2,   35.7,   40.8,   16.2,   18.3,   13.7,    2.7,   10.9,    4.0,    0.1,   91.2,   79.9,    8.8,   20.1,    155,      8,      6,      4,     27,     59,     58,     15,     19,     12,      9,     12,.,    111,    121,    29.4,    17.2,    44.0,    27.8,    29.3,    12.9,    40.9,    21.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220405,2022-04-05,043607,CBT ,00,043 , 1350195,   82767,   20854,    3062,  527683,  565288,  202151,  231690,  208088,   30061,  148324,   58981,    1084, 1226822, 1089569,  123373,  260626,   21906,   -9382,   -3438,   -1146,   24666,   11285,     499,  -11610,    4583,    3211,   11449,   -2317,      44,   17731,   12721,    4175,    9185,  100.0,    6.1,    1.5,    0.2,   39.1,   41.9,   15.0,   17.2,   15.4,    2.2,   11.0,    4.4,    0.1,   90.9,   80.7,    9.1,   19.3,    151,      7,      5,      4,     27,     58,     55,     15,     21,     15,      8,     10,.,    107,    121,    28.8,    18.9,    43.9,    29.8,    28.7,    14.8,    42.6,    24.2,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220329,2022-03-29,043607,CBT ,00,043 , 1328289,   92149,   24292,    4208,  503017,  554003,  201652,  243300,  203505,   26850,  136875,   61298,    1040, 1209091, 1076848,  119198,  251441,   28413,    5874,    5331,    1189,    8991,   13721,    4874,    6868,   12393,   -4916,    5911,  -12667,     970,   29761,   20895,   -1348,    7518,  100.0,    6.9,    1.8,    0.3,   37.9,   41.7,   15.2,   18.3,   15.3,    2.0,   10.3,    4.6,    0.1,   91.0,   81.1,    9.0,   18.9,    159,      7,      7,      6,     28,     60,     56,     17,     19,     14,      9,     12,.,    109,    128,    27.9,    18.8,    42.6,    29.8,    27.7,    14.7,    41.6,    23.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220322,2022-03-22,043607,CBT ,00,043 , 1299876,   86275,   18961,    3019,  494026,  540282,  196778,  236432,  191112,   31766,  130964,   73965,      70, 1179330, 1055953,  120546,  243923,   -2527,    7741,   -8403,    -247,   29035,   -9708,   -5988,  -39275,   13046,    2092,      12,    7573,     -21,   -6651,   -1656,    4124,    -871,  100.0,    6.6,    1.5,    0.2,   38.0,   41.6,   15.1,   18.2,   14.7,    2.4,   10.1,    5.7,    0.0,   90.7,   81.2,    9.3,   18.8,    157,      6,      5,      6,     29,     60,     56,     15,     21,     13,      9,     12,.,    106,    127,    26.4,    18.9,    40.6,    29.4,    26.3,    14.3,    39.3,    23.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220315,2022-03-15,043607,CBT ,00,043 , 1302403,   78534,   27364,    3266,  464991,  549990,  202766,  275707,  178066,   29674,  130952,   66392,      91, 1185981, 1057609,  116422,  244794,    6437,   10975,   -3676,    -526,   16901,   -6096,    3975,  -19942,    6211,    -291,   -1126,    4181,       0,    9966,    3778,   -3529,    2659,  100.0,    6.0,    2.1,    0.3,   35.7,   42.2,   15.6,   21.2,   13.7,    2.3,   10.1,    5.1,    0.0,   91.1,   81.2,    8.9,   18.8,    157,      5,      7,      5,     29,     58,     56,     19,     19,     14,      8,     12,.,    108,    125,    25.3,    19.0,    39.4,    29.1,    25.1,    14.8,    38.2,    23.2,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220308,2022-03-08,043607,CBT ,00,043 , 1295966,   67559,   31040,    3792,  448090,  556086,  198791,  295649,  171855,   29965,  132078,   62211,      91, 1176015, 1053831,  119951,  242135,  -40397,   -5564,    8461,     894,   13788,  -28312,   -5667,  -41384,   -7859,   -9993,   12086,    4003,      52,  -35788,  -38421,   -4609,   -1976,  100.0,    5.2,    2.4,    0.3,   34.6,   42.9,   15.3,   22.8,   13.3,    2.3,   10.2,    4.8,    0.0,   90.7,   81.3,    9.3,   18.7,    159,      4,      7,      5,     29,     62,     57,     20,     19,     14,      7,     11,.,    108,    128,    24.9,    19.3,    39.1,    29.0,    24.7,    14.7,    37.2,    23.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220301,2022-03-01,043607,CBT ,00,043 , 1336363,   73123,   22579,    2898,  434302,  584398,  204458,  337033,  179714,   39958,  119992,   58208,      39, 1211803, 1092252,  124560,  244111, -129935,  -20429,   -2114,   -3509,   17741,   -3018,  -17217,  -30292,   -2619,  -70587,   10554,    2238,     -33, -113772,  -96859,  -16163,  -33076,  100.0,    5.5,    1.7,    0.2,   32.5,   43.7,   15.3,   25.2,   13.4,    3.0,    9.0,    4.4,    0.0,   90.7,   81.7,    9.3,   18.3,    162,      6,      6,      4,     30,     61,     55,     22,     19,     20,      7,     11,.,    111,    131,    24.7,    20.2,    38.1,    30.1,    24.5,    15.9,    36.4,    24.2,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220222,2022-02-22,043607,CBT ,00,043 , 1466298,   93552,   24693,    6407,  416561,  587416,  221675,  367325,  182333,  110545,  109438,   55970,      72, 1325575, 1189111,  140723,  277187,   14072,   -6917,    2311,   -1247,   -2412,  -19425,   19080,  -22841,    -205,    9489,     846,   -5742,       5,   -3997,    4266,   18069,    9806,  100.0,    6.4,    1.7,    0.4,   28.4,   40.1,   15.1,   25.1,   12.4,    7.5,    7.5,    3.8,    0.0,   90.4,   81.1,    9.6,   18.9,    162,      7,      7,      7,     27,     60,     57,     24,     19,     25,      7,     11,.,    117,    136,    24.2,    19.0,    37.4,    28.0,    24.0,    14.8,    36.7,    22.8,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220215,2022-02-15,043607,CBT ,00,043 , 1452226,  100469,   22382,    7654,  418973,  606841,  202595,  390166,  182538,  101056,  108592,   61712,      67, 1329572, 1184845,  122654,  267381,   42023,   -4917,    -708,    2499,    1616,   13858,    5876,  -15360,  -21370,   49337,     975,    3828,      63,   40089,   53383,    1934,  -11360,  100.0,    6.9,    1.5,    0.5,   28.9,   41.8,   14.0,   26.9,   12.6,    7.0,    7.5,    4.2,    0.0,   91.6,   81.6,    8.4,   18.4,    162,      6,      7,      7,     28,     62,     58,     22,     19,     22,      7,     11,.,    115,    135,    25.2,    18.9,    38.8,    28.2,    23.9,    15.2,    36.1,    23.5,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220208,2022-02-08,043607,CBT ,00,043 , 1410203,  105386,   23090,    5155,  417357,  592983,  196719,  405526,  203908,   51719,  107617,   57884,       4, 1289483, 1131462,  120720,  278741,   34073,    7186,    1850,     175,    3832,   28029,    -947,     769,   -2689,   10052,    1879,    2992,       4,   22950,   39466,   11123,   -5393,  100.0,    7.5,    1.6,    0.4,   29.6,   42.0,   13.9,   28.8,   14.5,    3.7,    7.6,    4.1,    0.0,   91.4,   80.2,    8.6,   19.8,    159,      6,      7,      5,     28,     61,     56,     20,     19,     18,      6,     12,.,    110,    129,    24.6,    19.4,    38.9,    29.2,    24.4,    15.6,    38.1,    24.6,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA 10-YEAR U.S. T-NOTES - CHICAGO BOARD OF TRADE",220201,2022-02-01,043607,CBT ,00,043 , 1376130,   98200,   21240,    4980,  413525,  564954,  197666,  404757,  206597,   41667,  105738,   54892,       0, 1266533, 1091996,  109597,  284134,    4931,    5603,    4225,      -1,   -1870,    3929,  -10611,   -2298,  -13413,    5705,    6796,   15680,       0,    3324,    5514,    1607,    -583,  100.0,    7.1,    1.5,    0.4,   30.0,   41.1,   14.4,   29.4,   15.0,    3.0,    7.7,    4.0,    0.0,   92.0,   79.4,    8.0,   20.6,    159,      6,      7,      5,     28,     62,     57,     21,     18,     16,      6,     11,      0,    111,    126,    24.3,    19.5,    37.7,    29.5,    24.2,    15.9,    36.9,    24.9,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA 10-YEAR U.S. T-NOTES - CHICAGO BOARD OF TRADE",220125,2022-01-25,043607,CBT ,00,043 , 1371199,   92597,   17015,    4981,  415395,  561025,  208277,  407055,  220010,   35962,   98942,   39212,       0, 1263209, 1086482,  107990,  284717,  -22868,    2221,    2373,   -1417,    6801,  -16649,   11917,  -46998,   19507,    9220,    -737,  -40337,       0,  -18993,  -15386,   -3875,   -7482,  100.0,    6.8,    1.2,    0.4,   30.3,   40.9,   15.2,   29.7,   16.0,    2.6,    7.2,    2.9,    0.0,   92.1,   79.2,    7.9,   20.8,    160,      6,      5,      4,     30,     64,     58,     21,     20,     15,      5,      9,      0,    112,    125,    24.3,    20.5,    37.7,    30.6,    24.2,    17.0,    36.8,    26.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA 10-YEAR U.S. T-NOTES - CHICAGO BOARD OF TRADE",220118,2022-01-18,043607,CBT ,00,043 , 1394067,   90376,   14642,    6398,  408594,  577674,  196360,  454053,  200503,   26742,   99679,   79549,       0, 1282202, 1101868,  111865,  292199,    6509,   -7183,   -1285,     693,   18833,   18203,    4606,   -8185,  -20032,  -13500,    1300,   13850,       0,   -3436,    2535,    9945,    3974,  100.0,    6.5,    1.1,    0.5,   29.3,   41.4,   14.1,   32.6,   14.4,    1.9,    7.2,    5.7,    0.0,   92.0,   79.0,    8.0,   21.0,    159,      7,      5,      5,     26,     64,     55,     23,     18,     13,      5,     11,      0,    111,    121,    23.8,    20.0,    37.5,    30.3,    23.7,    16.7,    36.9,    25.9,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA 10-YEAR U.S. T-NOTES - CHICAGO BOARD OF TRADE",220111,2022-01-11,043607,CBT ,00,043 , 1387558,   97559,   15927,    5705,  389761,  559471,  191754,  462238,  220535,   40242,   98379,   65699,       0, 1285638, 1099333,  101920,  288225,    5741,   11219,     300,     617,    6881,   33167,    3324,  -23738,  -69798,   26494,   -1132,    1376,       0,   23665,   -4520,  -17924,   10261,  100.0,    7.0,    1.1,    0.4,   28.1,   40.3,   13.8,   33.3,   15.9,    2.9,    7.1,    4.7,    0.0,   92.7,   79.2,    7.3,   20.8,    158,      9,      4,      4,     26,     62,     58,     24,     17,     15,      5,     11,      0,    115,    120,    23.4,    20.8,    36.7,    30.6,    23.2,    17.3,    36.1,    26.1,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA 10-YEAR U.S. T-NOTES - CHICAGO BOARD OF TRADE",220104,2022-01-04,043607,CBT ,00,043 , 1381817,   86340,   15627,    5088,  382880,  526304,  188430,  485976,  290333,   13748,   99511,   64323,       0, 1261973, 1103853,  119844,  277964,   14571,   13192,    -910,    -291,  -13983,    4525,   -7953,    5219,   -6903,   -3742,   21520,   21805,       0,   13962,    6531,     609,    8040,  100.0,    6.2,    1.1,    0.4,   27.7,   38.1,   13.6,   35.2,   21.0,    1.0,    7.2,    4.7,    0.0,   91.3,   79.9,    8.7,   20.1,    155,      6,      5,      4,     24,     62,     57,     23,     18,     12,      6,     10,      0,    110,    118,    24.2,    20.8,    37.5,    30.8,    24.0,    17.6,    36.6,    26.5,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",221227,2022-12-27,04360Y,CBT ,00,043 ,    2364,       0,       0,       0,       0,       0,       0,       0,    1058,     220,     900,     401,      30,    1150,    1709,    1214,     655,    -124,       0,       0,       0,       0,       0,       0,       0,    -438,     219,    -163,      63,      30,      86,    -126,    -210,       2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   44.8,    9.3,   38.1,   17.0,    1.3,   48.6,   72.3,   51.4,   27.7,     27,      0,      0,      0,      0,      0,      0,      0,.,.,     17,      7,.,     20,     10,    22.4,    63.3,    33.7,    69.8,    16.8,    54.0,    26.1,    60.4,"1000 x Index Points","04360Y","CBT ","043 ","F30","FutOnly"
