"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",230131,2023-01-31,043602,CBT ,00,043 , 4764313,  113171,  306168,  189108, 2100554, 1016278,  860084,  341778, 1142464,  533727,  227877,  241897,   35771, 4402070, 4325496,  362243,  438817, -202229,     962,   10004,  -30626,  -58796,   44255,  -52077,   30685,  -22848,  -88960,   54157,  -18071,  -43254, -187908, -201577,  -14321,    -652,  100.0,    2.4,    6.4,    4.0,   44.1,   21.3,   18.1,    7.2,   24.0,   11.2,    4.8,    5.1,    0.8,   92.4,   90.8,    7.6,    9.2,    402,     19,     30,     31,    114,     80,    106,     44,     73,     84,     23,     19,     15,    321,    317,    19.6,    19.4,    31.4,    28.1,    16.2,    16.9,    24.6,    22.1,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","Combined"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",230124,2023-01-24,043602,CBT ,00,043 , 4966542,  112210,  296164,  219734, 2159350,  972022,  912160,  311093, 1165313,  622686,  173721,  259968,   79025, 4589978, 4527073,  376564,  439469,   81626,     688,  -22277,   15181,   45604,  100656,   -3398,   35285,   60001,  -43461,   31034,  -14172,     693,   81624,   93222,       2,  -11596,  100.0,    2.3,    6.0,    4.4,   43.5,   19.6,   18.4,    6.3,   23.5,   12.5,    3.5,    5.2,    1.6,   92.4,   91.2,    7.6,    8.8,    406,     22,     28,     34,    116,     81,    115,     51,     63,     80,     22,     23,     15,    329,    321,    18.7,    19.6,    30.5,    29.2,    15.1,    16.6,    22.7,    21.4,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","Combined"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",230117,2023-01-17,043602,CBT ,00,043 , 4884916,  111522,  318441,  204553, 2113746,  871366,  915558,  275807, 1105311,  666148,  142687,  274140,   78333, 4508354, 4433851,  376562,  451065,  197585,   14645,   26889,  -30033,  132384,  -13419,   33314,  -35844,  114854,   66440,    2125,   -8062,    7438,  190469,  197420,    7116,     165,  100.0,    2.3,    6.5,    4.2,   43.3,   17.8,   18.7,    5.6,   22.6,   13.6,    2.9,    5.6,    1.6,   92.3,   90.8,    7.7,    9.2,    404,     22,     26,     33,    117,     78,    114,     40,     75,     80,     19,     27,     16,    324,    323,    18.9,    17.9,    31.1,    27.9,    15.6,    15.0,    23.3,    19.5,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","Combined"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",230110,2023-01-10,043602,CBT ,00,043 , 4687331,   96877,  291552,  234585, 1981362,  884786,  882244,  311651,  990457,  599708,  140562,  282202,   70895, 4317885, 4236430,  369446,  450901,  -11144,   17150,  -30414,  -32038,  -55789,    -226,   61321,   98185,   23005,  -27397,  -78227,   -5060,   -2563,  -19358,  -13371,    8214,    2227,  100.0,    2.1,    6.2,    5.0,   42.3,   18.9,   18.8,    6.6,   21.1,   12.8,    3.0,    6.0,    1.5,   92.1,   90.4,    7.9,    9.6,    394,     19,     27,     30,    113,     77,    105,     45,     68,     78,     21,     24,     14,    315,    306,    19.7,    18.2,    31.0,    28.1,    15.3,    14.1,    22.7,    18.9,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","Combined"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",230103,2023-01-03,043602,CBT ,00,043 , 4698475,   79728,  321966,  266623, 2037151,  885012,  820924,  213466,  967452,  627105,  218789,  287262,   73458, 4337243, 4249802,  361232,  448673,   25521,   -9508,   38200,    2416,   36714,    8413,     372,   -3380,    1833,  -13573,   12035,  -25590,   -4302,   20772,    7770,    4749,   17751,  100.0,    1.7,    6.9,    5.7,   43.4,   18.8,   17.5,    4.5,   20.6,   13.3,    4.7,    6.1,    1.6,   92.3,   90.5,    7.7,    9.5,    393,     17,     33,     32,    115,     76,    109,     40,     70,     74,     19,     23,     13,    313,    308,    19.7,    16.8,    30.9,    27.9,    15.8,    13.7,    22.7,    18.5,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230711,2023-07-11,043607,CBT ,00,043 , 1741361,   65797,   74622,     824,  861569,  665521,  265512,  169541,  394496,   23493,  179199,   51557,     913, 1566848, 1476938,  174513,  264423,   41896,  -10693,    7465,     133,   21148,   26918,    8333,   26753,  -21471,   12607,   10267,    2020,     158,   68706,   36163,  -26810,    5733,  100.0,    3.8,    4.3,    0.0,   49.5,   38.2,   15.2,    9.7,   22.7,    1.3,   10.3,    3.0,    0.1,   90.0,   84.8,   10.0,   15.2,    175,      5,     12,.,     51,     58,     61,     12,     21,     13,      8,      8,.,    119,    134,    35.5,    31.2,    48.2,    43.9,    35.4,    28.4,    45.2,    39.4,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230703,2023-07-03,043607,CBT ,00,043 , 1699465,   76490,   67157,     691,  840421,  638603,  257179,  142788,  415967,   10886,  168932,   49537,     755, 1498142, 1440775,  201323,  258690,   -5752,   15448,   -6980,     -22,   13674,  -13225,    6762,  -35847,   -7061,    1971,   -9471,   -3675,    -120,   -7605,  -22350,    1853,   16598,  100.0,    4.5,    4.0,    0.0,   49.5,   37.6,   15.1,    8.4,   24.5,    0.6,    9.9,    2.9,    0.0,   88.2,   84.8,   11.8,   15.2,    168,      5,     11,.,     50,     56,     59,     10,     20,     12,      8,      8,.,    113,    130,    32.7,    33.2,    45.4,    45.8,    32.4,    30.5,    42.6,    41.1,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230627,2023-06-27,043607,CBT ,00,043 , 1705217,   61042,   74137,     713,  826747,  651829,  250417,  178635,  423028,    8915,  178403,   53212,     875, 1505747, 1463126,  199470,  242091,    3954,    2412,  -13689,      43,   10562,   34674,  -13289,    -241,   10204,    -783,   -2534,    2352,       0,   -3830,   19512,    7784,  -15558,  100.0,    3.6,    4.3,    0.0,   48.5,   38.2,   14.7,   10.5,   24.8,    0.5,   10.5,    3.1,    0.1,   88.3,   85.8,   11.7,   14.2,    170,      5,     12,.,     48,     57,     58,     11,     20,     11,      8,      9,.,    112,    131,    33.7,    34.1,    46.4,    46.5,    33.6,    31.2,    44.0,    41.9,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230620,2023-06-20,043607,CBT ,00,043 , 1701263,   58630,   87826,     670,  816185,  617155,  263706,  178876,  412824,    9698,  180937,   50860,     875, 1509577, 1443614,  191686,  257649,   25663,   -6310,   14675,   -1716,   16327,   -4063,   14125,       5,    -338,    -189,    5351,    7388,      45,   27638,   29927,   -1975,   -4264,  100.0,    3.4,    5.2,    0.0,   48.0,   36.3,   15.5,   10.5,   24.3,    0.6,   10.6,    3.0,    0.1,   88.7,   84.9,   11.3,   15.1,    166,      4,     14,.,     49,     52,     61,     13,     17,     12,      9,      8,.,    116,    127,    34.1,    33.3,    46.6,    45.0,    34.0,    30.6,    43.7,    40.6,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230613,2023-06-13,043607,CBT ,00,043 , 1675600,   64940,   73151,    2386,  799858,  621218,  249581,  178871,  413162,    9887,  175586,   43472,     830, 1481939, 1413687,  193661,  261913,   14303,  -10220,   -3949,    -205,    8427,    6376,    6033,    8419,   20021,   -7928,    2859,   -5791,   -4849,    2536,    9708,   11767,    4595,  100.0,    3.9,    4.4,    0.1,   47.7,   37.1,   14.9,   10.7,   24.7,    0.6,   10.5,    2.6,    0.0,   88.4,   84.4,   11.6,   15.6,    165,      6,     14,.,     46,     53,     59,     12,     17,     13,      9,      8,.,    115,    126,    34.9,    33.7,    47.6,    45.9,    34.9,    31.4,    44.4,    41.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230606,2023-06-06,043607,CBT ,00,043 , 1661297,   75160,   77100,    2591,  791431,  614842,  243548,  170452,  393141,   17815,  172727,   49263,    5679, 1479403, 1403979,  181894,  257318,  -14958,   16827,   11311,   -4087,   -2325,  -26091,    5843,  -29167,  -21714,    2874,    -394,    5693,    -502,  -10931,  -26673,   -4027,   11715,  100.0,    4.5,    4.6,    0.2,   47.6,   37.0,   14.7,   10.3,   23.7,    1.1,   10.4,    3.0,    0.3,   89.1,   84.5,   10.9,   15.5,    167,      6,     13,      5,     46,     52,     58,     14,     17,     14,      9,     10,.,    117,    129,    33.7,    33.3,    46.3,    45.2,    33.7,    31.0,    43.4,    40.7,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230530,2023-05-30,043607,CBT ,00,043 , 1676255,   58333,   65789,    6678,  793756,  640933,  237705,  199619,  414855,   14941,  173121,   43570,    6181, 1490334, 1430652,  185921,  245603,  -60160,  -16889,    -957,    -106,   -5513,   13738,  -11684,    9163,  -12259,  -29664,   -7978,   -4750,    4066,  -58605,  -41616,   -1555,  -18544,  100.0,    3.5,    3.9,    0.4,   47.4,   38.2,   14.2,   11.9,   24.7,    0.9,   10.3,    2.6,    0.4,   88.9,   85.3,   11.1,   14.7,    163,      4,     12,      5,     44,     52,     57,     14,     19,     14,     10,      8,.,    118,    123,    33.4,    33.8,    46.4,    45.9,    33.4,    31.4,    44.3,    41.4,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230523,2023-05-23,043607,CBT ,00,043 , 1736415,   75222,   66746,    6784,  799269,  627195,  249389,  190456,  427114,   44605,  181099,   48320,    2115, 1548939, 1472268,  187476,  264147,    9100,    9181,     690,    1916,  -34114,   16841,    5635,   -3960,  -38179,    5956,     480,   -2852,    1365,  -13541,   -8629,   22641,   17729,  100.0,    4.3,    3.8,    0.4,   46.0,   36.1,   14.4,   11.0,   24.6,    2.6,   10.4,    2.8,    0.1,   89.2,   84.8,   10.8,   15.2,    168,      6,     13,      9,     47,     50,     62,     10,     23,     20,     10,      9,.,    126,    135,    34.2,    32.2,    47.0,    43.1,    33.8,    29.4,    44.1,    38.8,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230516,2023-05-16,043607,CBT ,00,043 , 1727315,   66041,   66056,    4868,  833383,  610354,  243754,  194416,  465293,   38649,  180619,   51172,     750, 1562480, 1480896,  164835,  246419,   52333,    3147,   -8429,    4289,   11664,   10935,    9182,     317,    3814,   28523,     -35,    -571,      50,   57137,   47793,   -4804,    4540,  100.0,    3.8,    3.8,    0.3,   48.2,   35.3,   14.1,   11.3,   26.9,    2.2,   10.5,    3.0,    0.0,   90.5,   85.7,    9.5,   14.3,    170,      5,     13,     10,     47,     50,     60,     12,     26,     19,      8,      9,.,    124,    136,    34.1,    31.1,    47.3,    41.7,    33.7,    28.6,    44.4,    37.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230509,2023-05-09,043607,CBT ,00,043 , 1674982,   62894,   74485,     579,  821719,  599419,  234572,  194099,  461479,   10126,  180654,   51743,     700, 1505343, 1433103,  169639,  241879,   40189,    1913,    8082,   -1749,     452,    1665,    -520,   25933,   30724,     895,    6901,    2514,       0,   33825,   41611,    6364,   -1422,  100.0,    3.8,    4.4,    0.0,   49.1,   35.8,   14.0,   11.6,   27.6,    0.6,   10.8,    3.1,    0.0,   89.9,   85.6,   10.1,   14.4,    166,      4,     15,      6,     45,     49,     60,     10,     26,     15,      8,      9,.,    115,    133,    35.3,    31.1,    49.0,    41.6,    35.3,    28.4,    46.2,    36.9,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230502,2023-05-02,043607,CBT ,00,043 , 1634793,   60981,   66403,    2328,  821267,  597754,  235092,  168166,  430755,    9231,  173753,   49229,     700, 1471518, 1391492,  163275,  243301,   32434,    1106,    7183,     607,   20242,    9723,    -483,   -6430,    8855,     801,   13720,    1216,       0,   29563,   27902,    2871,    4532,  100.0,    3.7,    4.1,    0.1,   50.2,   36.6,   14.4,   10.3,   26.3,    0.6,   10.6,    3.0,    0.0,   90.0,   85.1,   10.0,   14.9,    160,      4,     14,      5,     45,     50,     61,     10,     24,     12,      6,      7,.,    109,    130,    35.8,    31.8,    49.8,    42.5,    35.8,    29.9,    46.3,    37.7,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230425,2023-04-25,043607,CBT ,00,043 , 1602359,   59875,   59220,    1721,  801025,  588031,  235575,  174596,  421900,    8430,  160033,   48013,     700, 1441955, 1363590,  160404,  238769,  -10119,    3814,  -13546,     215,   -2223,    6802,    5495,   -6179,     738,    1434,   -6895,   -3845,       0,   -4339,   -2706,   -5780,   -7413,  100.0,    3.7,    3.7,    0.1,   50.0,   36.7,   14.7,   10.9,   26.3,    0.5,   10.0,    3.0,    0.0,   90.0,   85.1,   10.0,   14.9,    161,      4,     12,      4,     44,     52,     61,     10,     26,     13,      6,      7,.,    110,    130,    35.7,    31.1,    49.4,    42.3,    35.6,    29.4,    45.8,    37.5,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230418,2023-04-18,043607,CBT ,00,043 , 1612478,   56061,   72766,    1506,  803248,  581229,  230080,  180775,  421162,    6996,  166928,   51858,     700, 1446294, 1366296,  166184,  246182,   20619,     678,   -8726,     365,   -3706,    2189,     -36,   16364,   15161,    -778,   -4529,    3675,       0,    8358,   11850,   12261,    8769,  100.0,    3.5,    4.5,    0.1,   49.8,   36.0,   14.3,   11.2,   26.1,    0.4,   10.4,    3.2,    0.0,   89.7,   84.7,   10.3,   15.3,    164,      4,     12,      5,     42,     52,     59,     13,     25,     14,      8,      8,.,    113,    130,    35.7,    31.2,    49.6,    41.7,    35.7,    28.9,    46.4,    36.9,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230411,2023-04-11,043607,CBT ,00,043 , 1591859,   55383,   81492,    1141,  806954,  579039,  230116,  164411,  406001,    7774,  171457,   48183,     700, 1437936, 1354446,  153923,  237413,   11760,     -91,   16025,     211,    3276,  -11102,    8234,   -6171,   16809,   -1284,   25051,    9640,       0,   29226,   38533,  -17466,  -26773,  100.0,    3.5,    5.1,    0.1,   50.7,   36.4,   14.5,   10.3,   25.5,    0.5,   10.8,    3.0,    0.0,   90.3,   85.1,    9.7,   14.9,    166,      4,     13,      6,     44,     55,     65,     12,     22,     13,      8,      8,.,    119,    132,    36.4,    30.9,    50.4,    41.4,    36.4,    28.6,    47.2,    36.6,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230404,2023-04-04,043607,CBT ,00,043 , 1580099,   55474,   65467,     930,  803678,  590141,  221882,  170582,  389192,    9058,  146406,   38543,     700, 1408710, 1315913,  171389,  264186,   21609,     203,  -13250,    -182,   49512,   50101,    3158,   -9336,  -30813,   -1975,  -21270,     857,     700,   20810,    8597,     799,   13012,  100.0,    3.5,    4.1,    0.1,   50.9,   37.3,   14.0,   10.8,   24.6,    0.6,    9.3,    2.4,    0.0,   89.2,   83.3,   10.8,   16.7,    157,      4,     12,      5,     44,     53,     62,     11,     21,     14,      6,      6,.,    113,    126,    35.8,    32.5,    50.0,    43.4,    35.7,    30.4,    46.7,    38.6,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230328,2023-03-28,043607,CBT ,00,043 , 1558490,   55271,   78717,    1112,  754166,  540040,  218723,  179918,  420005,   11033,  167676,   37686,       0, 1387899, 1307316,  170591,  251174,  -17829,   -3356,   -6422,     133,   11977,  -29484,    4023,   -4424,   13165,   -7530,  -13110,   -6343,     -51,  -12338,  -32510,   -5491,   14681,  100.0,    3.5,    5.1,    0.1,   48.4,   34.7,   14.0,   11.5,   26.9,    0.7,   10.8,    2.4,    0.0,   89.1,   83.9,   10.9,   16.1,    153,      4,     11,      5,     41,     54,     60,     10,     20,     12,      8,      5,      0,    108,    122,    36.6,    29.6,    51.4,    40.1,    36.5,    27.2,    48.1,    35.6,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230321,2023-03-21,043607,CBT ,00,043 , 1576319,   58627,   85139,     979,  742189,  569524,  214701,  184342,  406840,   18563,  180786,   44029,      51, 1400238, 1339826,  176081,  236493,   16766,    3485,   -3311,   -3219,    2193,  -43716,     975,   13444,   44053,  -10015,   11921,   -2834,    -695,   18089,  -18762,   -1323,   35528,  100.0,    3.7,    5.4,    0.1,   47.1,   36.1,   13.6,   11.7,   25.8,    1.2,   11.5,    2.8,    0.0,   88.8,   85.0,   11.2,   15.0,    154,      5,     14,      5,     40,     54,     57,     11,     16,     11,      8,      6,.,    106,    122,    37.0,    29.8,    51.8,    40.7,    37.0,    28.1,    48.5,    36.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230314,2023-03-14,043607,CBT ,00,043 , 1559553,   55142,   88450,    4198,  739996,  613240,  213726,  170898,  362787,   28578,  168865,   46863,     746, 1382149, 1358588,  177404,  200965,    7017,  -10516,   47141,    1408,   -7314,    4930,     262,    -774,   22579,   10508,      28,   -1838,    -222,   -6620,   84768,   13637,  -77751,  100.0,    3.5,    5.7,    0.3,   47.4,   39.3,   13.7,   11.0,   23.3,    1.8,   10.8,    3.0,    0.0,   88.6,   87.1,   11.4,   12.9,    157,      4,     14,      6,     41,     54,     57,      9,     20,     12,      7,      8,.,    105,    129,    38.1,    28.8,    52.6,    40.8,    38.0,    27.4,    49.7,    36.7,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230307,2023-03-07,043607,CBT ,00,043 , 1552536,   65658,   41309,    2790,  747310,  608310,  213464,  171672,  340208,   18070,  168837,   48701,     968, 1388769, 1273820,  163767,  278716,   21567,    1361,   -1429,   -2244,   19822,   14249,   -1253,    7300,   11683,    3129,   -3528,  -13635,     269,   24856,   10770,   -3289,   10797,  100.0,    4.2,    2.7,    0.2,   48.1,   39.2,   13.7,   11.1,   21.9,    1.2,   10.9,    3.1,    0.1,   89.5,   82.0,   10.5,   18.0,    148,      6,      9,      6,     41,     49,     60,     10,     18,     12,      8,      7,.,    108,    120,    38.1,    31.2,    52.8,    43.3,    38.1,    29.1,    49.9,    39.3,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230228,2023-02-28,043607,CBT ,00,043 , 1530969,   64297,   42738,    5034,  727488,  594061,  214716,  164372,  328525,   14941,  172365,   62336,     699, 1363912, 1263050,  167057,  267919,  -41908,    8514,  -12480,     695,   12654,  -17926,  -14271,   -4867,   24370,  -18601,   17380,   16252,   -2963,   -1459,  -24924,  -40449,  -16984,  100.0,    4.2,    2.8,    0.3,   47.5,   38.8,   14.0,   10.7,   21.5,    1.0,   11.3,    4.1,    0.0,   89.1,   82.5,   10.9,   17.5,    147,      5,     10,      9,     40,     52,     57,      8,     14,     11,      9,      9,.,    106,    120,    37.9,    32.2,    52.6,    43.7,    37.9,    29.6,    49.8,    39.4,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230221,2023-02-21,043607,CBT ,00,043 , 1572877,   55783,   55218,    4339,  714834,  611986,  228988,  169239,  304155,   33542,  154985,   46084,    3662, 1365372, 1287974,  207505,  284903,   83792,    1086,   11949,    3016,   13162,    8947,   10588,  -11919,    2871,   11315,    7710,    9831,    3593,   38551,   62110,   45241,   21682,  100.0,    3.5,    3.5,    0.3,   45.4,   38.9,   14.6,   10.8,   19.3,    2.1,    9.9,    2.9,    0.2,   86.8,   81.9,   13.2,   18.1,    151,      4,     12,      7,     37,     54,     57,     12,     18,     20,      6,      8,      4,    111,    128,    34.9,    30.1,    49.2,    41.5,    34.8,    27.5,    47.2,    37.4,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230214,2023-02-14,043607,CBT ,00,043 , 1489085,   54697,   43269,    1323,  701672,  603039,  218400,  181158,  301284,   22227,  147275,   36253,      69, 1326821, 1225864,  162264,  263221,   24505,   -7960,     831,     700,  -10456,   19842,   15439,   -4455,  -39474,    8459,   -2111,    3258,       0,    -384,    9055,   24889,   15450,  100.0,    3.7,    2.9,    0.1,   47.1,   40.5,   14.7,   12.2,   20.2,    1.5,    9.9,    2.4,    0.0,   89.1,   82.3,   10.9,   17.7,    147,      4,      9,.,     36,     56,     57,     12,     19,     17,      6,      5,.,    104,    121,    35.7,    30.9,    51.4,    43.5,    35.6,    28.0,    49.3,    38.8,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230207,2023-02-07,043607,CBT ,00,043 , 1464580,   62657,   42438,     623,  712128,  583197,  202961,  185613,  340758,   13768,  149386,   32995,      69, 1327205, 1216809,  137375,  247771,    4610,    7284,    8835,    -108,    6551,    3333,    6128,     915,     140,    -863,    -111,   -7726,    -149,   19647,    9590,  -15037,   -4980,  100.0,    4.3,    2.9,    0.0,   48.6,   39.8,   13.9,   12.7,   23.3,    0.9,   10.2,    2.3,    0.0,   90.6,   83.1,    9.4,   16.9,    147,      7,      8,.,     37,     53,     56,     11,     20,     13,      6,      5,.,    101,    118,    36.3,    31.5,    52.4,    43.8,    36.2,    28.9,    50.2,    39.6,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230131,2023-01-31,043607,CBT ,00,043 , 1459970,   55373,   33603,     731,  705577,  579864,  196833,  184698,  340618,   14631,  149497,   40721,     218, 1307558, 1207219,  152412,  252751,  -22046,    6108,   -1253,     -36,   -8820,  -35003,    1289,  -12016,    6592,   -5390,    -475,    5024,     218,  -19122,  -28559,   -2924,    6513,  100.0,    3.8,    2.3,    0.0,   48.3,   39.7,   13.5,   12.7,   23.3,    1.0,   10.2,    2.8,    0.0,   89.6,   82.7,   10.4,   17.3,    147,      5,      7,      5,     39,     53,     58,     12,     18,     12,      6,      7,.,    104,    119,    35.6,    33.3,    51.7,    45.0,    35.4,    30.8,    49.5,    41.1,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",230124,2023-01-24,043607,CBT ,00,043 , 1482016,   49265,   34856,     767,  714397,  614866,  195545,  196714,  334026,   20021,  149972,   35697,       0, 1326681, 1235778,  155335,  246238,  -21801,    2306,   -1749,   -4071,  -19652,    2354,   -8466,    4831,   -4588,     -61,    -967,   -2010,      -4,  -26084,  -18595,    4283,   -3206,  100.0,    3.3,    2.4,    0.1,   48.2,   41.5,   13.2,   13.3,   22.5,    1.4,   10.1,    2.4,    0.0,   89.5,   83.4,   10.5,   16.6,    147,      5,      7,      4,     38,     55,     56,     13,     17,     12,      5,      7,      0,    103,    116,    34.8,    32.0,    50.8,    43.9,    34.6,    29.4,    48.6,    40.1,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
